사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2020-11,2호선,55,신답,1,0,873,95,"1,526",460,"5,689",818,"9,605","1,824","3,762",986,"2,003",892,"1,762",967,"1,710","1,220","1,815","1,334","1,470","1,510","1,413","2,190","1,441","2,908","1,955","3,851","2,153","8,630",917,"6,653",572,"2,963",453,"3,114",508,"2,083",90,"1,625",0,10,0,0,0,0,0,0
2020-11,2호선,56,신설동,33,1,"1,154",440,"1,280","1,969","2,957","4,983","5,652","13,079","3,850","8,269","3,560","6,010","4,439","5,937","5,323","6,240","6,402","6,377","7,285","5,757","8,279","5,134","9,117","4,061","11,304","4,490","11,180","5,221","4,562","3,750","2,645","2,286","2,343","1,981","1,607","1,691",443,"1,260",1,322,0,0,0,0,0,0
2020-11,2호선,57,도림천,22,0,269,281,954,763,"2,819","3,793","3,064","5,947","1,719","1,943","1,500","1,353","1,299","1,151","1,886","1,804","1,559","1,346","2,167","1,526","2,333","1,371","2,671","1,663","2,963","1,901","3,491","2,538","1,850","2,284",759,"1,330",806,"1,259",358,"1,003",165,680,0,55,0,0,0,0,0,0
2020-11,2호선,58,양천구청,10,0,"4,312",863,"10,515","2,088","30,745","4,851","28,069","9,095","14,939","5,058","9,546","4,084","8,803","4,541","8,537","5,719","8,395","6,897","6,843","7,320","6,823","9,055","7,480","10,909","8,692","17,114","8,231","28,253","3,616","23,903","2,639","13,044","2,327","12,035","2,165","9,633",560,"6,672",3,660,0,0,0,0,0,0
2020-11,2호선,59,신정네거리,85,0,"7,408","1,264","14,031","5,973","43,464","4,750","41,414","11,529","21,103","7,500","13,383","6,430","12,004","7,522","12,612","8,464","11,715","10,034","10,472","10,602","9,989","13,708","12,397","16,683","13,751","24,625","11,066","42,750","6,440","33,490","4,699","17,723","3,744","15,600","2,988","12,940",937,"7,840",5,675,0,0,0,1,0,0
2020-11,2호선,60,용두(동대문구청),22,0,972,243,"1,318",709,"4,365","2,189","7,275","6,243","3,851","3,354","2,941","2,966","3,217","2,951","3,423","2,907","3,748","3,629","3,686","3,953","4,099","4,091","4,091","3,695","4,533","4,067","5,721","7,099","2,175","5,002","1,349","2,453","1,143","2,697",808,"1,728",238,"1,199",0,36,0,1,0,0,0,0
2020-11,3호선,61,지축,4,0,"1,250",327,"4,845","2,091","15,544","2,593","14,987","2,725","6,779","1,752","4,482","1,976","4,245","2,530","3,902","2,972","3,797","3,067","3,524","3,328","3,909","3,965","4,468","5,230","4,691","6,345","3,671","13,280","1,736","10,324","1,042","6,660",827,"5,562",623,"5,212",164,"2,348",1,0,1,0,1,0,0,0
2020-11,3호선,62,구파발,125,4,"9,119","1,388","28,384","8,312","80,336","21,626","78,845","26,998","39,211","24,676","25,478","23,034","24,686","19,608","26,467","22,217","24,658","23,120","25,232","23,729","27,940","24,604","31,889","29,866","34,321","37,326","29,072","66,242","17,137","56,773","13,056","31,008","12,140","29,224","10,139","21,676","1,964","19,392",9,"2,106",0,12,0,0,0,0
2020-11,3호선,63,연신내,296,20,"25,155","1,642","47,840","10,748","129,343","20,795","157,229","32,523","83,712","32,802","54,142","30,668","49,230","31,919","52,833","34,462","51,161","39,610","47,710","41,825","47,576","51,571","51,844","62,526","50,747","81,220","46,139","132,107","31,473","117,816","25,117","64,358","23,815","61,682","18,046","50,064","6,494","33,498",4,"2,253",1,1,0,0,0,0
2020-11,3호선,64,불광,23,1,"8,276",912,"17,771","5,607","49,337","9,550","59,968","32,737","31,958","30,262","22,235","23,403","20,720","21,110","22,551","22,034","23,222","24,416","22,853","24,287","23,910","27,195","25,724","30,351","27,810","36,587","29,941","56,159","16,265","46,600","12,313","26,437","11,439","22,226","7,492","18,406","2,297","11,880",4,445,2,0,0,0,0,0
2020-11,3호선,65,녹번,36,2,"8,720",712,"21,785","5,527","61,550","7,132","70,647","17,344","37,886","9,351","22,283","8,184","17,876","8,959","18,437","10,482","17,451","11,512","15,111","13,094","14,129","15,971","15,597","21,181","17,588","30,179","18,743","55,874","8,688","48,059","6,210","27,017","5,402","24,320","3,942","19,851","1,053","11,969",0,85,2,3,0,1,0,0
2020-11,3호선,66,홍제,74,4,"8,556","1,413","19,615","9,632","57,010","10,652","67,819","24,474","38,614","17,506","26,632","16,410","24,193","15,304","25,815","17,539","24,419","19,343","22,605","20,850","22,652","25,407","26,125","29,415","28,425","37,171","26,118","58,436","13,733","47,952","10,098","26,604","8,698","25,632","5,682","18,827","1,754","12,763",1,0,0,0,0,0,0,0
2020-11,3호선,67,무악재,19,1,"1,568",403,"4,582","2,249","13,944","2,918","16,244","5,760","9,243","3,226","6,104","3,054","5,574","3,262","5,139","3,402","5,028","3,850","4,258","4,306","4,171","5,258","5,311","6,543","5,668","8,617","6,025","14,510","2,597","12,122","1,962","7,182","1,722","6,635","1,321","5,590",448,"3,507",0,4,0,0,0,0,0,0
2020-11,3호선,68,독립문,63,2,"4,565",626,"5,399","5,150","14,763","13,487","18,717","21,384","12,962","14,661","10,835","12,429","10,807","10,179","11,910","9,654","11,539","10,919","12,037","9,727","13,183","10,300","14,950","11,121","13,824","13,199","15,472","17,053","6,948","13,039","4,797","8,042","3,813","7,133","2,658","5,973",597,"3,719",3,"3,150",1,1,1,0,0,0
2020-11,3호선,69,경복궁(정부서울청사),63,0,"2,478","1,336","4,848","12,727","11,958","39,632","18,237","104,964","17,291","55,415","13,315","34,758","15,100","29,447","17,956","28,135","22,926","30,487","27,435","27,073","34,885","22,117","45,267","22,891","62,228","25,840","93,686","31,089","38,363","20,682","31,910","10,701","31,792","9,005","18,677","7,528","5,572","5,009",1,196,0,1,1,0,0,0
2020-11,3호선,70,안국,14,3,"1,536","1,434","2,801","18,192","5,204","90,459","8,126","100,714","7,148","56,547","7,666","34,317","12,321","35,347","17,626","31,972","20,493","34,166","26,100","30,559","38,274","24,918","46,740","21,766","99,761","21,356","103,415","20,787","41,588","9,875","31,293","5,016","29,235","4,173","15,231","3,413","3,801","2,245",0,42,0,0,1,0,0,0
2020-11,3호선,71,종로3가,17,0,558,843,"1,118","5,038","1,601","13,119","2,149","43,304","3,151","42,923","4,930","28,946","6,956","21,120","8,514","20,402","10,241","19,692","12,287","19,635","15,817","17,265","18,627","14,467","29,476","14,408","51,045","14,290","29,411","7,718","15,395","3,528","15,517","2,876","10,515","1,993","3,935","1,449",6,202,0,0,1,1,0,0
2020-11,3호선,72,을지로3가,8,0,647,967,920,"7,525","1,768","30,569","2,986","71,399","3,802","34,454","4,674","15,555","6,532","12,342","7,428","11,131","9,364","11,954","11,609","10,654","13,285","10,306","16,731","9,333","35,776","10,827","61,085","12,975","25,887","6,536","16,300","2,997","15,392","2,166","11,038","1,412","4,402","1,174",3,98,0,1,0,0,0,0
2020-11,3호선,73,충무로,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,2,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0
2020-11,3호선,74,동대입구,22,2,"1,550","1,142","1,975","8,633","4,907","13,778","6,810","46,599","5,511","25,367","4,951","17,450","5,761","14,030","8,508","12,295","8,837","13,027","11,903","12,090","13,141","9,858","17,860","8,657","34,356","10,343","32,211","11,356","14,837","6,528","10,408","3,673","12,453","4,140","9,147","3,243","2,423","2,198",5,329,0,1,1,0,0,0
2020-11,3호선,75,약수,95,12,"5,664","1,022","9,169","5,884","23,910","14,664","37,113","33,731","24,511","20,029","16,971","13,356","15,937","13,393","17,515","14,549","17,676","14,485","17,386","15,523","18,798","17,309","20,129","20,763","24,490","26,784","31,892","39,450","17,471","26,542","13,721","17,006","13,134","15,774","9,383","12,697","3,415","7,402",2,"1,961",0,0,0,0,0,0
2020-11,3호선,76,금호,33,8,"4,424",521,"9,017","2,746","25,179","4,571","34,913","8,364","21,140","6,847","13,201","5,907","11,413","6,195","11,245","7,500","11,021","8,490","9,643","9,571","9,633","11,670","10,152","13,906","11,182","19,671","11,071","29,310","7,029","21,726","5,293","14,044","4,661","12,486","3,147","9,982","1,140","5,359",0,0,0,1,0,0,0,0
2020-11,3호선,77,옥수,207,19,"2,665",974,"8,518","3,921","21,796","7,881","30,286","14,926","19,483","10,057","12,961","7,846","11,813","8,697","12,339","9,836","13,227","11,480","12,557","11,661","12,857","14,382","14,456","16,555","16,553","22,590","16,651","33,131","10,591","24,099","7,754","15,083","7,210","14,239","4,637","11,777","1,769","5,912",46,694,0,0,0,0,0,0
2020-11,3호선,78,압구정,47,0,"2,719","2,089","6,937","20,369","14,822","42,531","22,702","132,280","17,417","143,578","20,269","68,369","25,675","51,622","31,210","42,726","34,036","47,749","41,490","44,460","49,974","40,245","60,110","40,057","80,594","48,129","128,478","56,067","91,042","31,991","70,774","14,412","52,176","11,259","34,732","8,676","8,465","4,236",10,"1,367",0,0,0,0,0,0
2020-11,3호선,79,신사,35,5,"3,126","1,375","5,759","18,238","9,814","40,528","17,690","106,369","13,339","128,198","15,358","64,965","20,778","43,724","24,879","44,154","29,775","47,899","36,226","46,478","45,210","44,219","56,047","44,229","83,801","51,309","131,023","69,183","91,768","38,316","61,401","16,041","65,937","11,690","48,294","7,746","15,627","5,524",2,259,0,0,0,0,0,0
2020-11,3호선,80,잠원,1,1,945,437,"3,798","4,693","10,669","7,929","15,397","10,120","9,528","7,181","6,301","4,713","6,456","4,981","7,137","5,945","7,152","6,560","6,215","5,997","7,288","6,682","8,795","7,178","10,643","9,513","9,866","14,153","6,064","10,054","3,992","5,928","4,128","5,341","2,750","5,103",652,"3,055",0,25,0,0,0,0,0,0
2020-11,3호선,81,고속터미널,118,1,"4,648","3,159","6,377","27,576","21,795","41,996","38,560","67,575","40,078","85,908","39,134","74,161","49,061","77,846","60,275","74,812","66,309","77,804","72,573","79,573","83,560","84,762","93,354","83,063","111,239","90,102","119,643","103,680","99,228","63,866","110,780","36,840","66,744","28,067","39,791","17,813","11,345","10,821",6,344,0,0,0,0,1,0
2020-11,3호선,82,교대(법원.검찰청),26,0,"1,149",459,"2,886","5,987","7,426","18,531","11,251","47,416","8,737","34,909","10,172","15,453","13,071","10,155","14,233","10,063","17,372","10,606","19,830","9,836","22,413","9,340","25,210","9,667","40,662","12,217","64,246","16,483","26,854","9,052","21,213","4,452","23,475","3,549","19,115","2,796","4,845","2,075",1,49,0,0,0,0,0,0
2020-11,3호선,83,남부터미널(예술의전당),43,1,"2,549","1,190","7,631","23,339","23,750","56,821","38,385","151,866","30,879","81,138","27,423","45,574","30,782","33,369","33,817","35,454","37,557","38,646","38,363","39,683","42,955","39,055","52,283","41,594","85,118","45,608","133,177","56,402","63,876","37,215","43,813","21,845","38,616","16,910","25,237","12,024","6,930","7,318",1,101,0,0,0,0,0,0
2020-11,3호선,84,양재(서초구청),101,2,"4,948","2,282","12,440","36,956","30,333","97,527","42,680","235,263","28,978","126,619","26,213","55,290","29,150","42,632","34,450","39,460","39,760","45,062","42,155","39,313","50,804","39,202","63,236","41,366","114,470","52,184","197,646","71,085","94,401","47,951","61,363","28,242","56,173","24,553","34,553","18,477","8,607","10,970",5,"1,179",1,0,2,1,1,0
2020-11,3호선,85,매봉,10,0,"1,410",601,"5,746","8,046","14,477","19,820","17,606","69,957","12,465","35,557","9,823","13,361","9,994","11,899","11,062","11,013","12,147","10,827","14,173","10,091","16,005","11,175","18,484","11,207","32,132","15,713","63,043","20,911","23,086","14,128","14,422","7,955","15,514","7,441","9,028","5,894","2,146","3,729",6,494,0,0,0,0,0,0
2020-11,3호선,86,도곡,22,8,"1,000",342,"3,141","4,140","8,145","12,981","10,499","20,660","6,410","15,496","4,829","7,305","5,656","6,201","5,880","6,155","6,290","6,574","6,994","5,804","8,953","6,218","11,194","5,976","16,077","7,927","17,713","9,844","9,122","8,198","5,759","4,477","5,081","4,070","3,670","3,489",922,"1,960",4,"1,387",0,0,0,0,0,0
2020-11,3호선,87,대치,14,1,"2,381",747,"10,047","7,487","23,457","16,278","22,775","24,782","12,732","16,366","9,989","12,079","9,929","11,000","12,616","13,857","13,594","17,045","12,595","15,153","15,317","18,016","16,772","19,747","24,680","25,453","25,865","28,387","16,847","20,867","12,697","11,190","15,911","10,165","25,945","9,179","2,721","4,785",3,31,0,0,0,0,0,0
2020-11,3호선,88,학여울,2,0,412,264,"1,573","1,776","3,446","3,286","4,255","7,383","2,654","5,600","2,059","3,741","2,442","3,203","3,260","3,139","3,122","3,410","3,301","3,601","4,630","3,344","5,102","2,785","6,619","3,221","6,612","4,430","2,858","3,421","1,719","1,982","1,792","1,713","1,431","1,441",240,968,0,10,0,0,0,0,0,0
2020-11,3호선,89,대청,47,0,"3,214","1,055","9,288","7,209","24,991","13,307","29,988","24,681","15,763","11,402","11,656","7,752","11,153","7,158","11,403","8,251","12,119","9,119","12,431","9,416","16,620","12,547","16,555","12,931","20,896","16,855","25,410","24,512","10,600","20,485","7,096","12,785","5,813","11,947","4,249","11,458","1,130","6,149",0,112,0,0,0,0,0,0
2020-11,3호선,90,일원,2,1,"1,855","1,515","7,247","7,917","20,594","25,758","20,816","23,805","13,524","16,751","13,261","14,780","14,110","10,273","14,293","11,921","13,113","13,673","13,854","11,300","18,432","11,557","21,785","9,665","29,472","12,440","15,444","18,473","8,470","14,795","5,802","9,386","3,900","9,140","3,061","8,805",897,"3,947",0,90,0,0,0,0,0,0
2020-11,3호선,91,수서,214,12,"4,379","1,813","10,908","14,104","31,460","30,378","41,714","49,852","25,866","29,688","25,005","20,282","19,656","16,101","24,995","20,532","24,007","19,802","18,828","20,855","29,015","23,339","31,519","26,490","38,488","32,669","49,624","46,394","22,810","34,109","20,299","22,501","14,230","18,024","11,649","16,702","4,003","7,171",1,817,0,0,0,0,0,0
2020-11,3호선,92,가락시장,21,0,"2,310",664,"6,245","4,952","18,116","10,434","21,616","27,149","14,363","15,300","12,108","11,096","11,880","10,726","12,154","11,073","12,701","11,756","13,191","12,542","13,878","14,148","14,989","14,798","19,381","16,978","27,047","23,281","12,274","17,365","9,075","10,718","8,413","9,216","5,643","7,819","1,543","4,303",8,"1,101",1,0,0,1,0,0
2020-11,3호선,93,경찰병원,9,0,"2,380",153,"6,481","2,803","19,880","8,341","24,732","29,977","14,298","14,030","10,036","8,253","8,925","6,027","8,898","7,496","9,482","8,552","8,914","8,018","9,382","8,003","9,567","8,762","15,146","12,741","20,655","19,742","6,966","16,764","5,224","9,952","5,300","8,151","2,841","7,069",571,"3,707",0,857,3,1,0,0,0,0
2020-11,3호선,94,오금,5,0,"3,208",3,"6,582","1,918","23,600","5,185","28,529","13,555","14,434","5,514","8,024","4,334","7,028","3,705","7,421","4,724","7,407","5,270","6,141","5,164","6,017","7,411","7,352","8,677","9,592","11,893","11,535","19,744","4,686","15,057","3,392","9,272","2,999","8,790","1,962","8,536",435,"4,424",4,"1,333",1,1,0,0,0,0
2020-11,4호선,100,수유(강북구청),81,5,"19,406","3,326","41,986","11,031","108,507","18,466","125,126","53,298","72,382","37,071","48,194","27,719","43,192","27,624","45,337","31,567","44,743","35,588","42,610","39,518","42,150","47,141","45,507","57,885","52,131","74,683","57,717","119,721","34,084","106,215","26,144","63,971","23,510","58,365","18,141","45,949","8,071","29,631",0,133,0,0,0,0,0,0
2020-11,4호선,101,미아(서울사이버대학),40,5,"9,579","1,637","18,963","4,972","46,972","14,265","53,794","30,244","30,997","17,008","21,986","13,816","19,749","14,559","20,373","14,916","20,254","16,825","21,097","18,096","22,395","22,796","22,324","25,632","23,372","31,013","25,383","47,299","15,146","38,609","10,619","23,075","8,968","21,424","6,174","17,421","2,177","10,746",5,6,0,0,1,0,0,0
2020-11,4호선,102,미아사거리,51,4,"14,150","2,032","34,192","7,833","92,483","17,762","105,122","33,287","58,257","30,824","38,093","25,080","34,699","25,543","35,607","28,856","36,766","31,127","35,059","34,863","37,405","42,939","41,993","50,018","40,690","64,671","42,136","104,710","29,950","82,423","29,793","46,334","18,319","41,229","12,688","32,925","5,586","18,360",2,3,0,0,0,0,0,0
2020-11,4호선,103,길음,9,1,"9,022","2,099","26,289","8,900","77,340","12,172","86,471","26,910","43,803","19,832","27,378","16,052","23,273","16,753","25,091","18,416","24,676","22,223","22,312","21,734","23,553","26,498","25,755","32,606","31,536","45,781","29,041","73,737","17,371","59,750","13,223","34,417","10,940","31,233","9,282","26,982","2,951","15,855",1,0,0,1,0,0,0,0
2020-11,4호선,104,성신여대입구(돈암),38,1,"5,012","1,703","15,686","5,978","42,514","15,069","54,296","32,835","33,358","24,695","22,752","19,805","22,994","20,556","26,303","23,272","27,454","25,582","27,227","27,640","28,995","29,258","33,354","32,736","38,679","44,286","43,691","63,664","27,957","50,861","25,576","29,133","26,854","26,311","22,474","22,480","8,277","14,623",0,1,0,0,0,0,1,0
2020-11,4호선,105,한성대입구(삼선교),70,9,"6,160","1,126","11,259","6,168","29,350","17,070","36,556","30,712","24,216","22,847","16,394","16,688","17,102","15,616","19,250","17,136","20,203","18,983","20,251","17,636","22,318","18,396","28,383","21,178","30,816","27,845","31,689","36,714","16,347","29,872","13,101","17,674","12,283","16,062","9,160","14,624","3,467","11,182",6,"3,863",1,2,0,1,0,0
2020-11,4호선,106,혜화,37,0,"3,137","2,582","6,472","19,436","16,167","44,378","20,400","113,541","21,977","78,633","27,008","52,061","31,305","45,754","32,700","52,877","35,500","67,784","43,455","62,922","57,459","47,648","71,304","45,898","94,789","54,715","114,159","65,169","60,837","47,782","56,323","17,924","70,977","16,761","62,711","13,583","19,636","9,445",5,432,2,0,2,0,1,0
2020-11,4호선,107,동대문,239,4,"5,861","2,535","3,641","12,549","5,002","34,611","6,978","75,270","11,150","65,772","16,104","49,835","22,391","43,647","27,756","35,036","29,985","34,058","38,066","33,376","44,590","27,639","54,228","20,950","84,021","15,071","66,675","11,642","29,081","15,076","20,052","10,734","21,141","6,186","10,733","4,512","4,488","5,710",6,109,0,0,4,2,0,0
2020-11,4호선,108,동대문역사문화공원(DDP),313,3,"7,451","1,333","4,085","10,766","6,106","24,081","7,915","66,751","6,915","36,707","7,489","23,080","11,028","21,527","14,092","19,516","15,925","20,582","20,563","19,785","25,293","17,152","30,960","15,659","48,463","16,138","69,724","17,720","37,093","25,269","26,477","11,907","24,713","7,381","17,688","5,010","7,277","4,948",5,405,2,0,4,1,1,0
2020-11,4호선,109,충무로,63,3,"2,914","2,727","3,759","16,935","7,184","50,419","11,643","171,851","11,825","96,690","12,478","46,279","16,445","36,255","20,954","32,971","26,150","33,315","32,163","29,910","36,414","25,326","47,803","24,741","82,218","28,014","139,263","31,782","66,905","18,539","45,963","9,267","44,456","8,701","31,236","6,679","12,864","5,391",10,590,2,1,1,3,0,0
2020-11,4호선,110,명동,25,0,660,735,"1,757","12,485","3,122","39,261","5,165","100,038","6,016","62,946","7,502","34,298","12,039","32,021","17,358","32,033","21,655","32,165","25,993","27,732","33,715","27,179","43,525","23,988","58,928","24,107","99,726","22,463","47,709","12,548","37,936","5,645","33,249","3,925","16,690","2,432","4,061","1,454",4,149,0,1,0,0,0,0
2020-11,4호선,111,회현(남대문시장),36,1,"1,772",766,"3,048","16,442","4,610","43,719","6,636","123,350","8,224","92,110","11,335","63,572","19,066","50,818","26,216","42,264","32,890","37,529","40,157","34,062","49,419","28,818","65,055","21,499","86,347","15,738","111,576","13,448","42,100","6,912","39,630","4,102","17,113","4,571","8,684","3,666","2,701","1,915",2,226,3,0,0,0,0,0
2020-11,4호선,112,서울역,159,0,"3,786",511,"4,830","9,965","10,982","29,959","14,462","80,840","10,237","40,729","8,327","19,330","9,661","16,863","10,851","19,431","11,271","19,234","11,071","19,502","13,315","21,244","15,400","22,559","35,621","26,941","60,533","27,997","19,737","20,682","12,607","13,216","11,791","11,832","7,581","9,609","2,685","5,875",4,"1,304",1,0,2,0,0,0
2020-11,4호선,113,숙대입구(갈월),8,0,"2,910",837,"7,041","6,081","15,984","20,300","24,196","49,855","16,015","28,539","12,579","15,224","13,520","13,974","15,437","14,373","16,197","15,074","16,594","15,932","18,763","15,895","23,695","17,695","32,386","23,190","47,189","31,678","22,460","21,265","16,926","12,472","16,880","12,350","12,986","9,889","5,132","6,271",2,2,0,0,1,0,0,0
2020-11,4호선,114,삼각지,4,1,589,301,"1,745","4,098","4,802","9,762","7,255","24,689","4,733","9,943","3,162","6,163","3,622","5,474","4,515","5,831","4,944","5,791","5,219","5,650","5,786","5,789","7,251","6,136","12,013","8,754","21,842","11,761","8,091","7,772","6,083","4,326","6,254","3,875","4,260","3,129","1,949","2,269",3,297,0,0,0,0,0,0
2020-11,4호선,115,신용산,4,0,989,875,"3,842","12,157","9,963","31,097","15,365","92,589","11,816","58,447","9,847","23,025","12,463","17,099","13,147","16,995","15,458","18,165","15,686","17,448","20,111","17,901","27,958","18,379","50,214","22,242","85,644","27,930","38,242","17,954","25,339","9,911","22,365","8,055","14,087","5,582","4,918","2,987",1,1,2,2,1,0,0,0
2020-11,4호선,116,이촌(국립중앙박물관),53,8,"1,139",623,"3,996","6,683","11,841","13,555","16,892","27,070","11,212","13,747","7,628","9,520","7,871","8,835","9,197","10,352","9,587","11,495","9,732","10,753","11,862","10,927","16,668","11,535","20,011","13,675","22,546","19,857","9,339","14,017","6,826","8,157","7,066","7,056","3,822","5,991","1,351","3,507",2,77,1,0,1,0,0,0
2020-11,4호선,117,동작(현충원),37,1,464,160,"1,276","2,493","4,439","3,839","6,086","6,221","4,078","4,003","3,375","3,188","3,557","2,863","3,283","3,030","3,557","3,833","3,871","4,184","4,675","4,381","5,127","4,433","6,152","5,150","6,327","6,716","2,892","4,501","2,193","3,036","2,216","2,691","1,424","2,121",401,"1,559",7,512,0,0,0,0,1,0
2020-11,4호선,118,총신대입구(이수),111,7,"6,095","1,025","14,705","11,633","44,028","16,843","58,491","39,689","33,800","32,061","23,978","22,333","23,085","20,647","25,408","23,364","25,762","26,056","25,153","28,243","26,782","31,684","29,494","37,016","33,547","48,661","40,946","72,748","23,692","48,455","20,985","25,498","18,130","23,508","14,181","19,034","5,462","10,337",8,"1,270",1,0,2,0,1,0
2020-11,4호선,119,사당,100,2,"10,039","1,042","21,862","15,965","61,139","20,272","85,727","32,900","58,334","25,349","35,652","19,735","29,829","22,248","31,039","23,664","32,275","23,785","29,968","23,665","29,131","28,036","31,153","36,442","38,504","52,595","45,070","80,738","30,395","57,503","27,073","30,993","29,374","28,313","25,122","24,808","8,926","16,522",14,"3,261",1,0,2,0,1,0
2020-11,4호선,120,남태령,29,0,422,87,840,"1,162","2,143","3,220","2,756","4,050","2,402","1,616","1,625","1,118","1,612","1,037","1,632","1,233","1,903","1,137","1,828","1,225","1,664","1,293","2,399","1,260","3,446","1,611","3,275","1,732","1,471","1,491",901,969,628,851,279,665,72,390,1,43,0,0,0,0,0,0
2020-11,4호선,95,당고개,67,0,"7,842",22,"18,161","6,003","50,285","8,022","50,376","12,730","29,783","11,440","18,901","11,489","16,998","10,529","17,108","11,873","17,267","12,410","16,654","13,580","15,378","16,786","15,870","19,742","15,957","24,303","15,102","36,433","11,292","34,866","6,427","22,616","5,475","20,371","3,667","16,603",960,"11,930",2,794,0,0,1,0,0,0
