사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
Nov-20,7호선,499,학동,"531,359","576,106","51,842","48,919"
Nov-20,7호선,500,논현,"458,597","509,150","43,132","42,743"
Nov-20,7호선,501,반포,"123,008","119,995","25,591","24,361"
Nov-20,7호선,502,고속터미널,"374,261","307,450","59,121","51,535"
Nov-20,7호선,503,내방,"306,389","313,258","53,222","51,681"
Nov-20,7호선,504,이수,"341,643","336,305","61,012","58,250"
Nov-20,7호선,505,남성,"239,339","215,700","56,656","56,116"
Nov-20,7호선,506,숭실대입구(살피재),"268,245","268,859","47,022","48,726"
Nov-20,7호선,507,상도,"228,681","219,178","46,223","44,560"
Nov-20,7호선,508,장승배기,"201,214","191,724","56,855","56,952"
Nov-20,7호선,509,신대방삼거리,"353,669","334,341","71,723","73,753"
Nov-20,7호선,510,보라매,"218,999","216,752","36,000","34,824"
Nov-20,7호선,511,신풍,"246,945","231,102","53,698","54,479"
Nov-20,7호선,512,대림(구로구청),"193,272","195,541","27,486","27,150"
Nov-20,7호선,513,남구로,"356,197","382,057","49,795","49,409"
Nov-20,7호선,514,가산디지털단지,"1,040,049","1,042,589","74,878","71,209"
Nov-20,7호선,515,철산,"487,137","498,524","80,890","80,723"
Nov-20,7호선,516,광명사거리,"475,704","463,255","123,806","127,230"
Nov-20,7호선,517,천왕,"231,679","215,540","45,219","44,894"
Nov-20,7호선,518,온수(성공회대입구),"244,127","226,569","33,137","31,898"
Nov-20,7호선,519,까치울,"173,525","164,892","23,576","23,765"
Nov-20,7호선,520,부천종합운동장,"98,228","83,357","15,223","14,964"
Nov-20,7호선,521,춘의,"214,653","207,644","27,452","26,427"
Nov-20,7호선,522,신중동,"317,742","315,788","42,916","41,602"
Nov-20,7호선,523,부천시청,"275,899","276,009","43,629","42,038"
Nov-20,7호선,524,상동,"291,018","301,626","40,863","41,017"
Nov-20,7호선,525,삼산체육관,"103,848","93,123","19,663","18,672"
Nov-20,7호선,526,굴포천,"196,414","205,685","27,422","28,084"
Nov-20,7호선,527,부평구청,"271,128","220,169","25,625","22,273"
Nov-20,8호선,528,암사,"401,294","348,213","84,250","83,004"
Nov-20,8호선,529,천호(풍납토성),"343,444","403,572","67,923","64,125"
Nov-20,8호선,530,강동구청,"212,072","219,890","51,641","52,240"
Nov-20,8호선,531,몽촌토성(평화의문),"120,224","126,184","26,914","25,980"
Nov-20,8호선,532,잠실(송파구청),"312,947","369,156","53,924","51,754"
Nov-20,8호선,533,석촌,"155,306","185,853","40,058","42,602"
Nov-20,8호선,534,송파,"164,497","162,872","44,351","43,857"
Nov-20,8호선,535,가락시장,"151,100","175,749","54,015","55,666"
Nov-20,8호선,536,문정,"470,759","493,695","48,737","48,442"
Nov-20,8호선,537,장지,"390,445","373,441","61,636","58,332"
Nov-20,8호선,538,복정,"240,510","202,829","37,781","34,522"
Nov-20,8호선,539,산성,"155,019","148,213","35,254","37,972"
Nov-20,8호선,540,남한산성입구(성남법원.검찰청),"298,899","272,448","65,393","62,551"
Nov-20,8호선,541,단대오거리,"210,684","197,848","55,714","53,677"
Nov-20,8호선,542,신흥,"84,560","89,958","32,892","34,131"
Nov-20,8호선,543,수진,"97,323","85,834","36,669","36,940"
Nov-20,8호선,544,모란,"74,220","58,034","42,981","32,530"
Nov-20,9호선,602,개화,"54,710","39,148","11,014","9,065"
Nov-20,9호선,603,김포공항,"206,851","305,603","16,014","19,021"
Nov-20,9호선,604,공항시장,"53,651","58,919","19,420","21,070"
Nov-20,9호선,605,신방화,"137,050","131,291","35,390","35,436"
Nov-20,9호선,606,마곡나루(서울식물원),"249,994","249,784","21,954","21,418"
Nov-20,9호선,607,양천향교,"201,520","205,282","35,860","35,505"
Nov-20,9호선,608,가양,"417,077","405,307","103,818","101,409"
Nov-20,9호선,609,증미,"141,007","140,140","34,479","35,153"
Nov-20,9호선,610,등촌,"208,184","202,550","64,098","64,907"
Nov-20,9호선,611,염창,"378,979","369,932","56,759","56,053"
Nov-20,9호선,612,신목동,"82,365","72,367","17,124","16,008"
Nov-20,9호선,613,선유도,"165,850","159,127","21,776","21,258"
Nov-20,9호선,614,당산,"408,839","405,650","52,046","47,218"
Nov-20,9호선,615,국회의사당,"347,830","355,284","40,701","35,487"
Nov-20,9호선,616,여의도,"524,073","504,168","34,742","32,231"
Nov-20,9호선,617,샛강,"114,550","120,876","19,595","19,369"
Nov-20,9호선,618,노량진,"604,519","602,740","74,741","75,785"
Nov-20,9호선,619,노들,"89,531","75,618","25,963","24,043"
Nov-20,9호선,620,흑석(중앙대입구),"158,466","166,454","43,239","43,653"
Nov-20,9호선,621,동작(현충원),"38,243","30,363","9,574","8,006"
Nov-20,9호선,622,구반포,"53,630","56,273","18,088","18,417"
Nov-20,9호선,623,신반포,"61,198","61,116","15,178","15,134"
Nov-20,9호선,624,고속터미널,"271,020","367,610","43,118","49,287"
Nov-20,9호선,625,사평,"63,128","60,888","14,295","14,435"
Nov-20,9호선,626,신논현,"746,935","759,289","50,327","47,134"
Nov-20,공항철도 1호선,640,서울역,"179,671","168,781","25,547","23,340"
Nov-20,공항철도 1호선,641,공덕,"49,398","65,770","5,870","6,924"
Nov-20,공항철도 1호선,642,홍대입구,"221,472","228,513","14,031","13,211"
Nov-20,공항철도 1호선,643,디지털미디어시티,"313,729","280,132","19,303","18,019"
Nov-20,공항철도 1호선,644,마곡나루(서울식물원),"173,255","166,982","9,365","9,389"
Nov-20,공항철도 1호선,645,김포공항,"301,497","169,301","19,268","12,768"
Nov-20,공항철도 1호선,646,계양,"224,614","203,478","21,145","19,732"
Nov-20,공항철도 1호선,647,검암,"171,428","167,354","14,965","15,013"
Nov-20,공항철도 1호선,648,청라국제도시,"155,921","145,232","9,657","9,350"
Nov-20,공항철도 1호선,649,운서,"140,498","141,136","20,041","19,954"
Nov-20,공항철도 1호선,650,공항화물청사,"49,292","54,321","7,449","7,305"
Nov-20,공항철도 1호선,651,인천공항1터미널,"79,751","83,128","10,789","11,019"
Nov-20,공항철도 1호선,652,인천공항2터미널,"44,508","42,024","4,728","4,273"
Nov-20,공항철도 1호선,653,영종,"61,730","62,265","14,928","15,090"
Nov-20,9호선2~3단계,627,언주,"218,032","221,298","21,553","21,398"
Nov-20,9호선2~3단계,628,선정릉,"210,115","229,261","19,404","20,185"
Nov-20,9호선2~3단계,629,삼성중앙,"143,178","150,253","18,118","18,050"
Nov-20,9호선2~3단계,630,봉은사,"373,290","381,820","34,311","32,396"
Nov-20,9호선2~3단계,631,종합운동장,"91,193","88,138","13,891","12,970"
Nov-20,9호선2~3단계,632,삼전,"137,622","132,871","27,543","26,662"
Nov-20,9호선2~3단계,633,석촌고분,"117,929","114,803","25,373","25,266"
Nov-20,9호선2~3단계,634,석촌,"176,374","152,724","25,458","22,079"
Nov-20,9호선2~3단계,635,송파나루,"94,348","98,044","19,923","20,048"
Nov-20,9호선2~3단계,636,한성백제,"50,368","45,259","12,249","11,083"
Nov-20,9호선2~3단계,637,올림픽공원(한국체대),"135,083","134,970","19,032","19,270"
Nov-20,9호선2~3단계,638,둔촌오륜,"22,658","19,706","4,711","4,820"
Nov-20,9호선2~3단계,639,중앙보훈병원,"172,530","146,358","61,586","61,149"
Nov-20,우이신설선,697,북한산우이,"48,627","42,309","28,594","29,574"
Nov-20,우이신설선,698,솔밭공원,"38,245","35,099","22,966","23,877"
Nov-20,우이신설선,699,4.19민주묘지,"47,094","46,851","28,318","25,855"
Nov-20,우이신설선,700,가오리,"64,978","61,576","37,677","38,992"
Nov-20,우이신설선,701,화계,"51,573","45,644","33,451","34,214"
Nov-20,우이신설선,702,삼양,"29,234","29,822","23,389","25,257"
Nov-20,우이신설선,703,삼양사거리,"32,460","32,732","29,821","30,429"
Nov-20,우이신설선,704,솔샘,"113,195","101,260","30,941","31,595"
Nov-20,우이신설선,705,북한산보국문,"118,264","108,174","35,315","36,224"
Nov-20,우이신설선,706,정릉,"78,632","71,501","37,765","36,012"
Nov-20,우이신설선,707,성신여대입구(돈암),"57,101","67,600","23,938","23,173"
Nov-20,우이신설선,708,보문,"26,362","26,408","12,808","13,063"
Nov-20,우이신설선,709,신설동,"34,911","36,311","22,695","19,995"
